title,company,location,apply_link
Associate Data Analyst - Enterprise & Reporting,Circle K,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/associate-data-analyst-enterprise-reporting-at-circle-k-4395998183?position=41&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=VFk6trYCcQivb2BDYv2hXw%3D%3D
Data Analyst,LTM,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/data-analyst-at-ltm-4394899531?position=42&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=KTnuFbHsU3oskbrbfIxFfQ%3D%3D
Data Analyst/Engineer – SCG India,SCG,"New Delhi, Delhi, India",https://in.linkedin.com/jobs/view/data-analyst-engineer-%E2%80%93-scg-india-at-scg-4298398443?position=43&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=O01%2BPAwlJKfpOMYwua6KMw%3D%3D
Data Analyst,Fluid Touch Pte Ltd,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-fluid-touch-pte-ltd-4397762539?position=44&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=st9ocL8yVkuFEDBVUoKfGQ%3D%3D
Data Analyst,Insight Global,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-insight-global-4401460038?position=45&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=T6MeokGqAD2o%2BjJrTNvmcg%3D%3D
Data & Records Governance Analyst,hackajob,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-records-governance-analyst-at-hackajob-4394459329?position=46&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=FLk1izrMRsxulIOqcOJYvw%3D%3D
Data Analyst,"Enterprise Minds, Inc","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-enterprise-minds-inc-4393034116?position=47&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=JNUba1Vb5hSheFcqO6HiKA%3D%3D
BI & Data Analyst,Ajmera Realty & Infra India Ltd.,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/bi-data-analyst-at-ajmera-realty-infra-india-ltd-4396962511?position=48&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=BVbq7R%2FkGljbBX80Mz6MYA%3D%3D
"Data Analyst (Remote, India)",Peakflo (YC W22),India,https://in.linkedin.com/jobs/view/data-analyst-remote-india-at-peakflo-yc-w22-4326039582?position=49&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=Q24kIKIrc5O7L16IjwF2FA%3D%3D
Associate,PwC India,"New Delhi, Delhi, India",https://in.linkedin.com/jobs/view/associate-at-pwc-india-4291067264?position=50&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=EQeEGTWUjQCY7HsHdTiMxQ%3D%3D
Data Analyst (Freelancer),Deccan AI Experts,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-freelancer-at-deccan-ai-experts-4398356824?position=51&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=p7wOxnWq8kxqlTHCexV25w%3D%3D
Data Analyst (Freelancer),Deccan AI Experts,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-freelancer-at-deccan-ai-experts-4398372086?position=52&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=uqyoN0HUQXs4W4U5lZ0eLw%3D%3D
Data Analyst,Tata Consultancy Services,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-analyst-at-tata-consultancy-services-4404063757?position=53&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=70rV7qThOK5YtiXtS9Kr7g%3D%3D
Data Analyst - Python and Spark,Citi,"Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-python-and-spark-at-citi-4402707726?position=54&pageNum=0&refId=82U13r8EqjfYPRLU787tXQ%3D%3D&trackingId=Dco2U%2B2T02EVhPgsR4bwFA%3D%3D
Data Analyst,Aditya Birla Capital,"Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-aditya-birla-capital-4393216089?position=1&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=9EfIa6GO3%2BaMf0SfX0VsKA%3D%3D
Data Analyst (Stata) | Remote,Crossing Hurdles,India,https://in.linkedin.com/jobs/view/data-analyst-stata-remote-at-crossing-hurdles-4403960305?position=2&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=VueKkst92GOU3UUthDs8BA%3D%3D
Data Analyst,Larsen & Toubro,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-larsen-toubro-4402228798?position=3&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=ZA7N3quwwAD19cLOMSYCCA%3D%3D
Data Analyst,PwC India,"Lucknow, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-at-pwc-india-4399154671?position=4&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=MjlD%2BiOcM62uRFk0huFtbQ%3D%3D
Data Analyst,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-infosys-4398766299?position=5&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=DhiX%2BZtvM1iRAzo8GjemqQ%3D%3D
Data Analyst,Persistent Systems,"Pune City, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-persistent-systems-4395024903?position=6&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=dRGPIRHOJdIkBs4O1KsjCQ%3D%3D
Data Analyst,EXL,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-exl-4401605319?position=7&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=VyqBKrBoN5Y0zdrb54aWXw%3D%3D
DATA ANALYST,Wipro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-wipro-4395286966?position=8&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=hwv6kpKV%2BlDlN6lKwS9FNg%3D%3D
Data Analysis,EXL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analysis-at-exl-4342246167?position=9&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=h5EvOauuCb6oFZCoMqeoQw%3D%3D
Data Analyst,Deloitte,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-deloitte-4395604678?position=10&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=lP29HqKGJJFnF%2BRYM5SNLQ%3D%3D
Analyst - T&S,Swiggy,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/analyst-t-s-at-swiggy-4404265677?position=11&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=9meTeA%2Fi2ovyLzktoZe21w%3D%3D
Data Analyst,HCLTech,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-hcltech-4398219696?position=12&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=Rh1n6MS0rpsv8AB1uaJ8RA%3D%3D
Senior Data Analyst,Capgemini,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/senior-data-analyst-at-capgemini-4400426797?position=13&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=FDdTAxDcVHyNOM%2BdzL5RCA%3D%3D
Data Analyst – SQL/Power BI,Innover Digital,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-%E2%80%93-sql-power-bi-at-innover-digital-4395942366?position=14&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=8yv0clblI4eQ5lhUpFWpFA%3D%3D
Data Analyst - Python & Power BI,BNP Paribas,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-python-power-bi-at-bnp-paribas-4333323668?position=15&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=sTmLrg4L1tPVeg1WtghuYg%3D%3D
Operations Data Analyst,Thiess,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/operations-data-analyst-at-thiess-4402948632?position=16&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=FENHKo%2BZ%2Ffhpa07c2D2hGA%3D%3D
Urgent Hiring - Data Analytics & Data Modelling Professional,PwC,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/urgent-hiring-data-analytics-data-modelling-professional-at-pwc-4395959707?position=17&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=Rnj0ivieUgfLAF8wcQhT%2Bw%3D%3D
Reference Data Analyst,Deutsche Bank,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/reference-data-analyst-at-deutsche-bank-4401338438?position=18&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=2LSsdoqyIZvMtXmkSGhXqg%3D%3D
Data Analyst,FedEx,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-fedex-4371039081?position=19&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=bdTo%2BAfqjfgIQyRjrKp4Rg%3D%3D
Data Analyst,HexaHealth,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-hexahealth-4404563387?position=20&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=wAQkPlj9QjvnzuGXXWpuNA%3D%3D
Data Analyst,super.money,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-super-money-4391816210?position=21&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=bbIeZRyOVbgi6jke7b%2B9Dw%3D%3D
Data Analyst,Fusemachines,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-fusemachines-4335416842?position=22&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=RhUusVrccWkeiK8gOEwDhg%3D%3D
Data Analyst,FedEx,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/data-analyst-at-fedex-4371029910?position=23&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=3WopSIZi9gGLh6K5CfT%2FQw%3D%3D
Data Analyst,SourceFuse,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-at-sourcefuse-4404272130?position=24&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=BQE0lKlh99wJBhQQLvIJuA%3D%3D
Operations Data Analyst,Thiess,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/operations-data-analyst-at-thiess-4402937793?position=25&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=SfwNBYF6%2FfWWkGO6wUDfVg%3D%3D
Data Analyst,PINKVILLA,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-pinkvilla-4403933570?position=26&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=bNU8RHiLSllk%2FA81337QKQ%3D%3D
Data Analyst,Wiley,Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/data-analyst-at-wiley-4381748256?position=27&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=XERHQnMmxe69midxdLXAyA%3D%3D
Data Analyst,Midtown Software,"Chandigarh, India",https://in.linkedin.com/jobs/view/data-analyst-at-midtown-software-4372509916?position=28&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=jpzJyUyb6gHFHj2yvH2eiA%3D%3D
Data Analyst,Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-infosys-4405077501?position=29&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=jfA%2BtAO%2F06onGxmfFKq%2FpQ%3D%3D
Data Logger,SLB,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-logger-at-slb-4401622282?position=30&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=XxQwiVmVVRy8e2WoIUzb2A%3D%3D
Data Analyst,Citi,"Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-citi-4398192348?position=31&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=7fvXpX%2BSXMIM3OTiVIvh%2FA%3D%3D
Data Analyst,Virtusa,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-virtusa-4399532783?position=32&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=vU%2Bd3hGLpPXv%2BLi7H44ssQ%3D%3D
Consultant,Infosys,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/consultant-at-infosys-4392197582?position=33&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=EzFpGbcuzh74P6M7ipD01w%3D%3D
DGM Data Analyst,airtel,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/dgm-data-analyst-at-airtel-4402438355?position=34&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=bA%2B2vSAxbZCjKCsCjxGIRg%3D%3D
"Data Analysts, ETL, SQL, Informatica",Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analysts-etl-sql-informatica-at-infosys-4397274564?position=35&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=RTdUn74gdjdVDuQvmOrdEA%3D%3D
"Data Analysts, ETL, SQL, Informatica",Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analysts-etl-sql-informatica-at-infosys-4397228196?position=36&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=Z318Qw14pGLfQOp7IW%2BvuA%3D%3D
Associate Data Insight Analyst [T500-24881],Albertsons Companies India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/associate-data-insight-analyst-t500-24881-at-albertsons-companies-india-4394649006?position=37&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=w66X5ZVRlAwOxWhg0eHyBQ%3D%3D
Data Analyst,Randstad Enterprise,India,https://in.linkedin.com/jobs/view/data-analyst-at-randstad-enterprise-4380251175?position=38&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=2qwScaeKDI%2F24b7pQ7TLow%3D%3D
Data Analyst,UST,"Pune City, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-ust-4397671776?position=39&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=bWjtEd2mdNpXtYDZS%2F1KvA%3D%3D
"Data Analyst (SQL,HDFS, Hive)",RiskInsight Consulting Pvt Ltd.,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-sql-hdfs-hive-at-riskinsight-consulting-pvt-ltd-4370337080?position=40&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=28lVjWh1c3rG6yOgK0vVDw%3D%3D
Associate Data Analyst - Enterprise & Reporting,Circle K,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/associate-data-analyst-enterprise-reporting-at-circle-k-4395998183?position=41&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=CCgHnDKWA8fw4UffjHoHcA%3D%3D
Data Analyst,LTM,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/data-analyst-at-ltm-4394899531?position=42&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=yJTfoU3%2BbnkVFDcpDhVDXA%3D%3D
Data Analyst/Engineer – SCG India,SCG,"New Delhi, Delhi, India",https://in.linkedin.com/jobs/view/data-analyst-engineer-%E2%80%93-scg-india-at-scg-4298398443?position=43&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=QKG09edUYkUCiRZV4HGWUw%3D%3D
Data Analyst,Fluid Touch Pte Ltd,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-fluid-touch-pte-ltd-4397762539?position=44&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=y9%2FQ6YFxLANrl5%2Feqt88Fg%3D%3D
Data Analyst,Insight Global,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-insight-global-4401460038?position=45&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=jVnZ2j9zzvnMFFAV%2FHoGHQ%3D%3D
Data & Records Governance Analyst,hackajob,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-records-governance-analyst-at-hackajob-4394459329?position=46&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=zxkAmxzioS4o0dn3eMSunw%3D%3D
Data Analyst,"Enterprise Minds, Inc","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-enterprise-minds-inc-4393034116?position=47&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=DmRfkPVjkGVujwZm0HNHRg%3D%3D
BI & Data Analyst,Ajmera Realty & Infra India Ltd.,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/bi-data-analyst-at-ajmera-realty-infra-india-ltd-4396962511?position=48&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=ep%2BrqifvsWMwpdDlXvVkjw%3D%3D
"Data Analyst (Remote, India)",Peakflo (YC W22),India,https://in.linkedin.com/jobs/view/data-analyst-remote-india-at-peakflo-yc-w22-4326039582?position=49&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=WKfWaeii5owxzn63rHIvYA%3D%3D
Associate,PwC India,"New Delhi, Delhi, India",https://in.linkedin.com/jobs/view/associate-at-pwc-india-4291067264?position=50&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=JmUe2cfjuw1yZHrD4R1%2BpA%3D%3D
Data Analyst (Freelancer),Deccan AI Experts,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-freelancer-at-deccan-ai-experts-4398356824?position=51&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=X6KKH43GA9KTK7z3GJhkbQ%3D%3D
Data Analyst (Freelancer),Deccan AI Experts,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-freelancer-at-deccan-ai-experts-4398372086?position=52&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=ISOUkSmtWMF1jNea9grV9g%3D%3D
Data Analyst,Tata Consultancy Services,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-analyst-at-tata-consultancy-services-4404063757?position=53&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=FQfA5dRmy1nhr3yvcZ%2FtYg%3D%3D
Data Analyst - Python and Spark,Citi,"Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-python-and-spark-at-citi-4402707726?position=54&pageNum=0&refId=wWgVXFQV1c6yOpwVjYB5gg%3D%3D&trackingId=bLPu0en0yzz4xSB0oMEXow%3D%3D
Data Analyst,Aditya Birla Capital,"Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-aditya-birla-capital-4393216089?position=1&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=VSZccBUaZ%2Bfsj4gbAqcusw%3D%3D
Data Analyst (Stata) | Remote,Crossing Hurdles,India,https://in.linkedin.com/jobs/view/data-analyst-stata-remote-at-crossing-hurdles-4403960305?position=2&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=jaQ1D%2FScAp3c8rTYD1NyIg%3D%3D
Data Analyst,Larsen & Toubro,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-larsen-toubro-4402228798?position=3&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=QmMWIEB6cOLB3gE%2BxInpsA%3D%3D
Data Analyst,PwC India,"Lucknow, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-at-pwc-india-4399154671?position=4&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=ayDOp9Ck9hzgcOGHPH8d9A%3D%3D
Data Analyst,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-infosys-4398766299?position=5&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=Ux07%2BgOaSYxZkA5ejeuVwA%3D%3D
Data Analyst,Persistent Systems,"Pune City, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-persistent-systems-4395024903?position=6&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=%2F3BYmv%2FHF0qtf96goBYi%2Fw%3D%3D
Data Analyst,EXL,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-exl-4401605319?position=7&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=Kq2cauFLbbrYXXpKFk5bnQ%3D%3D
DATA ANALYST,Wipro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-wipro-4395286966?position=8&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=mk9blNwzIvYwsnWXMA8ajg%3D%3D
Data Analysis,EXL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analysis-at-exl-4342246167?position=9&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=JG8NOIWS9aBEvls8qVR%2Bwg%3D%3D
Data Analyst,Deloitte,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-deloitte-4395604678?position=10&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=SLergS04OaW0%2BMIVy5nx%2Fw%3D%3D
Analyst - T&S,Swiggy,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/analyst-t-s-at-swiggy-4404265677?position=11&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=V4W4xYYhhMmEgniFQw%2FcnQ%3D%3D
Data Analyst,HCLTech,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-hcltech-4398219696?position=12&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=BpH4wuetpI6JDDX7pEk0Dg%3D%3D
Senior Data Analyst,Capgemini,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/senior-data-analyst-at-capgemini-4400426797?position=13&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=nlx6hht1H7WZbl1DBVFd3g%3D%3D
Data Analyst – SQL/Power BI,Innover Digital,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-%E2%80%93-sql-power-bi-at-innover-digital-4395942366?position=14&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=6xjCNj7tPa%2FyjY65rbA8Ow%3D%3D
Data Analyst - Python & Power BI,BNP Paribas,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-python-power-bi-at-bnp-paribas-4333323668?position=15&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=KVsIBkqiC0OQYxRJuMyBuA%3D%3D
Operations Data Analyst,Thiess,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/operations-data-analyst-at-thiess-4402948632?position=16&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=SoSem0Go%2BfQiXgI1TRP9LA%3D%3D
Urgent Hiring - Data Analytics & Data Modelling Professional,PwC,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/urgent-hiring-data-analytics-data-modelling-professional-at-pwc-4395959707?position=17&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=YkeUZniarb6TabdvGmPKPQ%3D%3D
Reference Data Analyst,Deutsche Bank,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/reference-data-analyst-at-deutsche-bank-4401338438?position=18&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=sKSDHlkuh8W76ks7ZVHk0g%3D%3D
Data Analyst,FedEx,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-fedex-4371039081?position=19&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=gZVde2zTPm5x%2BKeHbChFNQ%3D%3D
Data Analyst,HexaHealth,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-hexahealth-4404563387?position=20&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=wUTOF19LPPDbg4qz8K75og%3D%3D
Data Analyst,super.money,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-super-money-4391816210?position=21&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=IuTKDHH8Pu45TKfGJhwZlQ%3D%3D
Data Analyst,Fusemachines,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-fusemachines-4335416842?position=22&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=Hu6NUpqjwBo98E%2FI48A65A%3D%3D
Data Analyst,FedEx,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/data-analyst-at-fedex-4371029910?position=23&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=Og4OkSpSte6tkKieJtN3WA%3D%3D
Data Analyst,SourceFuse,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-at-sourcefuse-4404272130?position=24&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=2mjt8dtuZJycunikwRhLJA%3D%3D
Operations Data Analyst,Thiess,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/operations-data-analyst-at-thiess-4402937793?position=25&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=anBxDso13wuOXVLQaBGeVg%3D%3D
Data Analyst,PINKVILLA,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-pinkvilla-4403933570?position=26&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=dch6dWq1jyPeWnBAWFkR0Q%3D%3D
